"feature" "class" "assembly" "assembly_unit" "seq_type" "chromosome" "genomic_accession" "start" "end" "strand" "product_accession" "non.redundant_refseq" "related_accession" "name" "symbol" "GeneID" "locus_tag" "feature_interval_length" "product_length" "attributes"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 117109 117549 "-" "WP_000360904.1" "WP_000360904.1" NA "prepilin peptidase-dependent protein D" "" NA "P370_RS0100510" 441 146 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 117571 117795 "+" "WP_032082663.1" "WP_032082663.1" NA "hypothetical protein" "" NA "P370_RS01000000122305" 225 74 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 117752 118645 "-" "WP_001135174.1" "WP_001135174.1" NA "nicotinate-nucleotide pyrophosphorylase [carboxylating]" "" NA "P370_RS0100515" 894 297 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 118733 119284 "+" "WP_000923721.1" "WP_000923721.1" NA "N-acetylmuramoyl-L-alanine amidase" "" NA "P370_RS0100520" 552 183 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 119281 120135 "+" "WP_000172005.1" "WP_000172005.1" NA "protein AmpE" "" NA "P370_RS0100525" 855 284 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 120178 121551 "-" "WP_000969915.1" "WP_000969915.1" NA "aromatic amino acid transporter AroP" "" NA "P370_RS0100530" 1374 457 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 122092 122856 "+" "WP_000331776.1" "WP_000331776.1" NA "pyruvate dehydrogenase complex repressor" "" NA "P370_RS0100535" 765 254 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 122853 123035 "-" "WP_001299868.1" "WP_001299868.1" NA "hypothetical protein" "" NA "P370_RS1000000124150" 183 60 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 123017 125680 "+" "WP_000003820.1" "WP_000003820.1" NA "pyruvate dehydrogenase E1 component" "" NA "P370_RS0100540" 2664 887 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 125695 127587 "+" "WP_000963518.1" "WP_000963518.1" NA "dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex" "aceF" NA "P370_RS0100545" 1893 630 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 127912 129336 "+" "WP_000102485.1" "WP_000102485.1" NA "dihydrolipoyl dehydrogenase" "" NA "P370_RS0100550" 1425 474 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 129407 131260 "-" "WP_000784470.1" "WP_000784470.1" NA "DUF3300 domain-containing protein" "" NA "P370_RS0100555" 1854 617 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 131518 131634 "+" "WP_001480366.1" "WP_001480366.1" NA "hypothetical protein" "" NA "P370_RS1000000124155" 117 38 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 131615 134212 "+" "WP_001307570.1" "WP_001307570.1" NA "aconitate hydratase B" "" NA "P370_RS0100560" 2598 865 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 134388 134750 "+" "WP_000384306.1" "WP_000384306.1" NA "UPF0231 family protein" "" NA "P370_RS0100565" 363 120 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 134788 135582 "-" "WP_000734287.1" "WP_000734287.1" NA "S-adenosylmethionine decarboxylase proenzyme" "" NA "P370_RS0100570" 795 264 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 135598 136464 "-" "WP_000818411.1" "WP_000818411.1" NA "polyamine aminopropyltransferase" "" NA "P370_RS0100575" 867 288 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 136570 136917 "-" "WP_001295568.1" "WP_001295568.1" NA "PulS family protein" "" NA "P370_RS0100580" 348 115 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 137083 138633 "+" "WP_001189647.1" "WP_001189647.1" NA "multicopper oxidase" "" NA "P370_RS0100585" 1551 516 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 138835 141225 "-" "WP_001306211.1" "WP_001306211.1" NA "quinoprotein glucose dehydrogenase" "" NA "P370_RS0100590" 2391 796 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 141431 141967 "+" "WP_000683335.1" "WP_000683335.1" NA "hypoxanthine phosphoribosyltransferase" "" NA "P370_RS0100595" 537 178 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 142008 142670 "-" "WP_000651599.1" "WP_000651599.1" NA "carbonic anhydrase" "" NA "P370_RS0100600" 663 220 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 142779 143705 "+" "WP_000150637.1" "WP_000150637.1" NA "ABC transporter ATPase" "" NA "P370_RS0100605" 927 308 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 143702 144472 "+" "WP_000972203.1" "WP_000972203.1" NA "inner membrane transport permease YadH" "" NA "P370_RS0100610" 771 256 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 144577 145017 "+" "WP_000901987.1" "WP_000901987.1" NA "PTS Enzyme IIA" "" NA "P370_RS0100615" 441 146 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 145081 146310 "+" "WP_000277917.1" "WP_000277917.1" NA "polysaccharide deacetylase family protein" "" NA "P370_RS0100620" 1230 409 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 146314 146694 "-" "WP_000621515.1" "WP_000621515.1" NA "aspartate 1-decarboxylase" "" NA "P370_RS0100625" 381 126 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 146644 146856 "+" "WP_001402910.1" "WP_001402910.1" NA "hypothetical protein" "" NA "P370_RS1000000124160" 213 70 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 146787 146987 "-" "WP_001421818.1" "WP_001421818.1" NA "hypothetical protein" "" NA "P370_RS1000000124165" 201 66 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 146968 147870 "+" "WP_000339954.1" "WP_000339954.1" NA "ISNCY family transposase" "" NA "P370_RS0100630" 903 300 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 147944 148795 "-" "WP_000905383.1" "WP_000905383.1" NA "pantoate--beta-alanine ligase" "" NA "P370_RS0100635" 852 283 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 148807 149601 "-" "WP_000805497.1" "WP_000805497.1" NA "3-methyl-2-oxobutanoate hydroxymethyltransferase" "" NA "P370_RS0100640" 795 264 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 149715 150953 "-" "WP_000848455.1" "WP_000848455.1" NA "fimbrial-like adhesin protein" "" NA "P370_RS0100645" 1239 412 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 151003 151599 "-" "WP_000553749.1" "WP_000553749.1" NA "fimbrial-like adhesin protein" "" NA "P370_RS0100650" 597 198 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 151626 152231 "-" "WP_001310526.1" "WP_001310526.1" NA "fimbrial-like adhesin protein" "" NA "P370_RS0100655" 606 201 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 152243 152812 "-" "WP_000598300.1" "WP_000598300.1" NA "fimbrial-like adhesin protein" "" NA "P370_RS0100660" 570 189 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 152829 155426 "-" "WP_000151605.1" "WP_000151605.1" NA "outer membrane usher protein" "" NA "P370_RS0100665" 2598 865 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 155461 156201 "-" "WP_000465928.1" "WP_000465928.1" NA "fimbrial chaperone" "" NA "P370_RS0100670" 741 246 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 156299 156883 "-" "WP_000038438.1" "WP_000038438.1" NA "fimbrial-like adhesin protein" "" NA "P370_RS0100675" 585 194 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 157253 157732 "-" "WP_000215139.1" "WP_000215139.1" NA "2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase" "" NA "P370_RS0100680" 480 159 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 157729 159147 "-" "WP_000174643.1" "WP_000174643.1" NA "polynucleotide adenylyltransferase PcnB" "" NA "P370_RS0100685" 1419 472 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 159186 160112 "-" "WP_000937424.1" "WP_000937424.1" NA "tRNA glutamyl-Q(34) synthetase GluQRS" "" NA "P370_RS0100690" 927 308 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 160149 160604 "-" "WP_001155227.1" "WP_001155227.1" NA "RNA polymerase-binding transcription factor DksA" "" NA "P370_RS0100695" 456 151 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 160782 161486 "-" "WP_000396036.1" "WP_000396036.1" NA "DNA/RNA nuclease SfsA" "" NA "P370_RS0100700" 705 234 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 161501 162031 "-" "WP_001294700.1" "WP_001294700.1" NA "RNA 2',3'-cyclic phosphodiesterase" "" NA "P370_RS0100705" 531 176 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 162105 164534 "+" "WP_001350480.1" "WP_001350480.1" NA "ATP-dependent RNA helicase HrpB" "" NA "P370_RS0100710" 2430 809 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 164537 164743 "+" "WP_001347263.1" "WP_001347263.1" NA "hypothetical protein" "" NA "P370_RS1000000125860" 207 68 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 164730 167264 "+" "WP_000918162.1" "WP_000918162.1" NA "penicillin-binding protein 1B" "" NA "P370_RS0100715" 2535 844 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 167484 169727 "+" "WP_000124438.1" "WP_000124438.1" NA "TonB-dependent siderophore receptor" "" NA "P370_RS0100720" 2244 747 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 169778 170575 "+" "WP_001158931.1" "WP_001158931.1" NA "iron(3+)-hydroxamate import ATP-binding protein FhuC" "" NA "P370_RS0100725" 798 265 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 170575 171465 "+" "WP_001310529.1" "WP_001310529.1" NA "iron(3+)-hydroxamate-binding protein FhuD" "" NA "P370_RS0100730" 891 296 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 171462 173444 "+" "WP_000044072.1" "WP_000044072.1" NA "iron(3+)-hydroxamate import system permease FhuB" "" NA "P370_RS0100735" 1983 660 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 173602 174882 "-" "WP_000045315.1" "WP_000045315.1" NA "glutamate-1-semialdehyde 2,1-aminomutase" "" NA "P370_RS0100740" 1281 426 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 175107 176528 "+" "WP_000845394.1" "WP_000845394.1" NA "ClC family H(+)/Cl(-) exchange transporter" "" NA "P370_RS0100745" 1422 473 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 176610 176954 "+" "WP_001295564.1" "WP_001295564.1" NA "iron-sulfur cluster insertion protein ErpA" "" NA "P370_RS0100750" 345 114 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 177001 177624 "-" "WP_000964221.1" "WP_000964221.1" NA "hypothetical protein" "" NA "P370_RS0100755" 624 207 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 177662 178462 "-" "WP_001129927.1" "WP_001129927.1" NA "cobalamin-binding protein" "" NA "P370_RS0100760" 801 266 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 178455 179153 "-" "WP_000689844.1" "WP_000689844.1" NA "5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase" "" NA "P370_RS0100765" 699 232 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 179237 180754 "+" "WP_000057073.1" "WP_000057073.1" NA "deoxyguanosinetriphosphate triphosphohydrolase" "" NA "P370_RS0100770" 1518 505 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 180778 180966 "+" "" "" NA "hypothetical protein" "" NA "P370_RS1000000124170" 189 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 180884 182308 "+" "WP_000753946.1" "WP_000753946.1" NA "periplasmic serine endoprotease DegP" "" NA "P370_RS0100775" 1425 474 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 182463 183620 "+" "WP_000929443.1" "WP_000929443.1" NA "carbohydrate diacid regulator" "" NA "P370_RS0100780" 1158 385 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 183709 184095 "-" "WP_000272188.1" "WP_000272188.1" NA "hypothetical protein" "" NA "P370_RS0100785" 387 128 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 184257 185069 "-" "WP_000625631.1" "WP_000625631.1" NA "phosphodiesterase YaeI" "" NA "P370_RS0100790" 813 270 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 185123 185947 "-" "WP_001186650.1" "WP_001186650.1" NA "2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase" "" NA "P370_RS0100795" 825 274 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 185978 188650 "-" "WP_001094586.1" "WP_001094586.1" NA "bifunctional uridylyltransferase/uridylyl-removing protein" "" NA "P370_RS0100800" 2673 890 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 188712 189506 "-" "WP_001018194.1" "WP_001018194.1" NA "methionine aminopeptidase" "" NA "P370_RS0100805" 795 264 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 189506 189727 "-" "WP_071524864.1" "WP_071524864.1" NA "hypothetical protein" "" NA "P370_RS1000000124175" 222 73 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 189874 190599 "+" "WP_000246882.1" "WP_000246882.1" NA "30S ribosomal protein S2" "" NA "P370_RS0100810" 726 241 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 190551 190838 "-" "WP_001297058.1" "WP_001297058.1" NA "hypothetical protein" "" NA "P370_RS1000000124180" 288 95 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 190857 191708 "+" "WP_000818114.1" "WP_000818114.1" NA "elongation factor Ts" "" NA "P370_RS0100815" 852 283 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 191855 192580 "+" "WP_000224573.1" "WP_000224573.1" NA "UMP kinase" "" NA "P370_RS0100820" 726 241 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 192872 193429 "+" "WP_000622418.1" "WP_000622418.1" NA "ribosome-recycling factor" "" NA "P370_RS0100825" 558 185 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 193521 194717 "+" "WP_000811923.1" "WP_000811923.1" NA "1-deoxy-D-xylulose-5-phosphate reductoisomerase" "" NA "P370_RS0100830" 1197 398 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 194903 195664 "+" "WP_000979579.1" "WP_000979579.1" NA "ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)" "" NA "P370_RS0100835" 762 253 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 195677 196534 "+" "WP_000922446.1" "WP_000922446.1" NA "phosphatidate cytidylyltransferase" "" NA "P370_RS0100840" 858 285 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 196546 197898 "+" "WP_001295561.1" "WP_001295561.1" NA "zinc metalloprotease RseP" "" NA "P370_RS0100845" 1353 450 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 197928 200360 "+" "WP_001240896.1" "WP_001240896.1" NA "outer membrane protein assembly factor BamA" "" NA "P370_RS0100850" 2433 810 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 200482 200967 "+" "WP_000758956.1" "WP_000758956.1" NA "chaperone protein Skp" "" NA "P370_RS0100855" 486 161 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 200971 201996 "+" "WP_001139279.1" "WP_001139279.1" NA "UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase" "lpxD" NA "P370_RS0100860" 1026 341 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 202101 202556 "+" "WP_000210739.1" "WP_000210739.1" NA "beta-hydroxyacyl-ACP dehydratase" "" NA "P370_RS0100865" 456 151 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 202560 203348 "+" "WP_000565966.1" "WP_000565966.1" NA "acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase" "" NA "P370_RS0100870" 789 262 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 203348 204496 "+" "WP_000139654.1" "WP_000139654.1" NA "lipid-A-disaccharide synthase" "" NA "P370_RS0100875" 1149 382 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 204493 205089 "+" "WP_000569430.1" "WP_000569430.1" NA "ribonuclease HII" "" NA "P370_RS0100880" 597 198 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 205126 208608 "+" "WP_001294757.1" "WP_001294757.1" NA "DNA polymerase III subunit alpha" "" NA "P370_RS0100885" 3483 1160 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 208621 209580 "+" "WP_000055741.1" "WP_000055741.1" NA "acetyl-CoA carboxylase carboxyl transferase subunit alpha" "" NA "P370_RS0100890" 960 319 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 209679 211820 "+" "WP_001020973.1" "WP_001020973.1" NA "lysine decarboxylase constitutive" "" NA "P370_RS0100895" 2142 713 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 211877 212266 "+" "WP_000901099.1" "WP_000901099.1" NA "VOC family protein" "" NA "P370_RS0100900" 390 129 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 212331 213629 "+" "WP_000176549.1" "WP_000176549.1" NA "tRNA lysidine(34) synthetase TilS" "" NA "P370_RS0100905" 1299 432 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 213678 213932 "-" "WP_001299435.1" "WP_001299435.1" NA "protein rof" "" NA "P370_RS0100910" 255 84 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 213925 214125 "-" "WP_000417058.1" "WP_000417058.1" NA "hypothetical protein" "" NA "P370_RS0100915" 201 66 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 214291 214836 "+" "WP_001185290.1" "WP_001185290.1" NA "PDDEXK superfamily protein" "" NA "P370_RS0100920" 546 181 ""
